Titular,Cuerpo,Categoría,longitud_titular,longitud_cuerpo,texto_completo
Autoridades europeas revisan normativa sobre ayudas estatales,"La Comisión Europea inició una revisión de las normativas de ayudas estatales para asegurar cumplimiento con los criterios de competencia dentro de la Unión, lo que puede afectar proyectos públicos financiados por el Estado nacional.",nacional,7,35,"Autoridades europeas revisan normativa sobre ayudas estatales La Comisión Europea inició una revisión de las normativas de ayudas estatales para asegurar cumplimiento con los criterios de competencia dentro de la Unión, lo que puede afectar proyectos públicos financiados por el Estado nacional."
Ministerio de Justicia expone nueva ley de protección a víctimas,"El ministro de Justicia presentó un proyecto de ley destinado a fortalecer la protección legal de víctimas de violencia doméstica, introduciendo penas más severas para agresores y apoyos psicológicos gratuitos para las afectadas.",nacional,10,33,"Ministerio de Justicia expone nueva ley de protección a víctimas El ministro de Justicia presentó un proyecto de ley destinado a fortalecer la protección legal de víctimas de violencia doméstica, introduciendo penas más severas para agresores y apoyos psicológicos gratuitos para las afectadas."
Crisis en el sector energético: déficit de capacidad,Los analistas alertan sobre una posible crisis energética debido al descenso de la producción hidroeléctrica. El gobierno planea alternativas renovables y acuerdos de compra de energía a largo plazo con países vecinos.,nacional,8,32,Crisis en el sector energético: déficit de capacidad Los analistas alertan sobre una posible crisis energética debido al descenso de la producción hidroeléctrica. El gobierno planea alternativas renovables y acuerdos de compra de energía a largo plazo con países vecinos.
Política migratoria: reforma para trabajadores temporales,"El Ministerio de Trabajo anunció reformas que facilitarán el proceso de obtención de visas de trabajo temporal, buscando atraer mano de obra especializada en sectores agrícolas y tecnológicos. La medida también incluye supervisión de condiciones laborales.",nacional,6,36,"Política migratoria: reforma para trabajadores temporales El Ministerio de Trabajo anunció reformas que facilitarán el proceso de obtención de visas de trabajo temporal, buscando atraer mano de obra especializada en sectores agrícolas y tecnológicos. La medida también incluye supervisión de condiciones laborales."
El Senado aprueba ley de transparencia electoral,"Hoy se aprobó una nueva legislación que obliga a los partidos políticos a publicar sus fuentes de financiación y la trazabilidad de las subvenciones públicas destinadas a campañas electorales, con el objetivo de combatir la corrupción política.",nacional,7,37,"El Senado aprueba ley de transparencia electoral Hoy se aprobó una nueva legislación que obliga a los partidos políticos a publicar sus fuentes de financiación y la trazabilidad de las subvenciones públicas destinadas a campañas electorales, con el objetivo de combatir la corrupción política."
Presidente firma decreto sobre protección de datos personales,"El presidente firmó un decreto que reforzará las normas de protección de datos personales en entidades públicas, alineándose con el Reglamento General de Protección de Datos (RGPD). La medida incluye sanciones más severas para incumplimientos.",nacional,8,35,"Presidente firma decreto sobre protección de datos personales El presidente firmó un decreto que reforzará las normas de protección de datos personales en entidades públicas, alineándose con el Reglamento General de Protección de Datos (RGPD). La medida incluye sanciones más severas para incumplimientos."
Gobierno anuncia plan de vivienda asequible,Se lanzó una iniciativa estatal para construir 50 000 viviendas nuevas destinadas a familias de bajos ingresos. El programa incluirá ayudas directas y préstamos con intereses reducidos para facilitar la compra de la primera vivienda.,nacional,6,35,Gobierno anuncia plan de vivienda asequible Se lanzó una iniciativa estatal para construir 50 000 viviendas nuevas destinadas a familias de bajos ingresos. El programa incluirá ayudas directas y préstamos con intereses reducidos para facilitar la compra de la primera vivienda.
Ministerio de Trabajo lanza campaña contra el desempleo juvenil,"El ministro presentó un paquete de incentivos fiscales para empresas que contraten a jóvenes menores de 25 años, además de programas de formación profesional gratuita en sectores tecnológicos emergentes.",nacional,9,29,"Ministerio de Trabajo lanza campaña contra el desempleo juvenil El ministro presentó un paquete de incentivos fiscales para empresas que contraten a jóvenes menores de 25 años, además de programas de formación profesional gratuita en sectores tecnológicos emergentes."
Política de energía: transición hacia renovables,Se aprobó una estrategia nacional de transición energética con metas de 40 % de energías renovables para 2030 y la eliminación progresiva del carbón a partir de 2028. El plan contempla inversiones públicas y privadas en parques eólicos y solares.,nacional,6,40,Política de energía: transición hacia renovables Se aprobó una estrategia nacional de transición energética con metas de 40 % de energías renovables para 2030 y la eliminación progresiva del carbón a partir de 2028. El plan contempla inversiones públicas y privadas en parques eólicos y solares.
El Congreso debate reforma del sistema penitenciario,"Hoy se inició el debate sobre una reforma que busca reducir la superpoblación carcelaria, introducir programas de reinserción laboral y mejorar las condiciones de atención médica dentro de los centros penales.",nacional,7,31,"El Congreso debate reforma del sistema penitenciario Hoy se inició el debate sobre una reforma que busca reducir la superpoblación carcelaria, introducir programas de reinserción laboral y mejorar las condiciones de atención médica dentro de los centros penales."
Presidente anuncia medidas para la lucha contra la corrupción,El mandatario anunció nuevas políticas de auditoría independiente en organismos públicos y un fondo de investigación especializado para casos de corrupción en el sector público.,nacional,9,25,Presidente anuncia medidas para la lucha contra la corrupción El mandatario anunció nuevas políticas de auditoría independiente en organismos públicos y un fondo de investigación especializado para casos de corrupción en el sector público.
Ministerio de Agricultura expone plan de apoyo a agricultores climáticos,"Se presentó un plan que ofrece subvenciones verdes y asesoramiento técnico a los agricultores que adopten prácticas sostenibles, con el objetivo de reducir la huella de carbono del sector agrícola nacional.",nacional,10,31,"Ministerio de Agricultura expone plan de apoyo a agricultores climáticos Se presentó un plan que ofrece subvenciones verdes y asesoramiento técnico a los agricultores que adopten prácticas sostenibles, con el objetivo de reducir la huella de carbono del sector agrícola nacional."
El Senado aprueba ley de protección al consumidor digital,La legislación establece límites en las cláusulas abusivas de contratos digitales y obliga a las empresas a ofrecer explicaciones claras sobre sus algoritmos de recomendación. La medida busca proteger los derechos de los consumidores en la economía digital.,nacional,9,38,El Senado aprueba ley de protección al consumidor digital La legislación establece límites en las cláusulas abusivas de contratos digitales y obliga a las empresas a ofrecer explicaciones claras sobre sus algoritmos de recomendación. La medida busca proteger los derechos de los consumidores en la economía digital.
Política fiscal: propuesta de recorte de gastos públicos,"El ministro de Hacienda presentó un plan para reducir el gasto público en 5 % durante los próximos tres años, centrándose en reestructuración de pensiones y eficiencia administrativa. Los críticos temen impacto social negativo.",nacional,8,34,"Política fiscal: propuesta de recorte de gastos públicos El ministro de Hacienda presentó un plan para reducir el gasto público en 5 % durante los próximos tres años, centrándose en reestructuración de pensiones y eficiencia administrativa. Los críticos temen impacto social negativo."
Gobierno anuncia programa de becas internacionales,Se lanzó una iniciativa que ofrece becas completas a estudiantes españoles que deseen estudiar en universidades extranjeras en ciencias sociales y medio ambiente. El objetivo es fomentar la movilidad académica internacional.,nacional,6,31,Gobierno anuncia programa de becas internacionales Se lanzó una iniciativa que ofrece becas completas a estudiantes españoles que deseen estudiar en universidades extranjeras en ciencias sociales y medio ambiente. El objetivo es fomentar la movilidad académica internacional.
El presidente firma decreto sobre seguridad ciudadana,"Hoy se aprobó un nuevo marco legal para fortalecer las fuerzas de policía, con recursos adicionales para patrullaje urbano y programas de prevención del delito juvenil.",nacional,7,26,"El presidente firma decreto sobre seguridad ciudadana Hoy se aprobó un nuevo marco legal para fortalecer las fuerzas de policía, con recursos adicionales para patrullaje urbano y programas de prevención del delito juvenil."
Ministerio de Cultura presenta plan de financiación artística,"Se anunció una inversión de 120 mil millones de euros en la industria cultural, incluyendo subvenciones a cine, teatro y música, así como apoyo a artistas emergentes y proyectos internacionales de coproducción.",nacional,8,32,"Ministerio de Cultura presenta plan de financiación artística Se anunció una inversión de 120 mil millones de euros en la industria cultural, incluyendo subvenciones a cine, teatro y música, así como apoyo a artistas emergentes y proyectos internacionales de coproducción."
Política de transporte: reforma del billete intermodal,"El gobierno introdujo un nuevo sistema de billetes que permiten viajar con una sola compra por tren, autobús y metro en toda España. La medida busca simplificar la movilidad diaria y reducir costos para los usuarios.",nacional,7,36,"Política de transporte: reforma del billete intermodal El gobierno introdujo un nuevo sistema de billetes que permiten viajar con una sola compra por tren, autobús y metro en toda España. La medida busca simplificar la movilidad diaria y reducir costos para los usuarios."
El Senado aprueba ley de igualdad salarial,Hoy se aprobó legislación que obliga a las empresas públicas y privadas a publicar informes anuales sobre brechas salariales de género y establecer metas claras de reducción de desigualdad salarial.,nacional,7,30,El Senado aprueba ley de igualdad salarial Hoy se aprobó legislación que obliga a las empresas públicas y privadas a publicar informes anuales sobre brechas salariales de género y establecer metas claras de reducción de desigualdad salarial.
Presidente anuncia plan de modernización del sistema de pensiones,"Se presentó un proyecto para revisar la sostenibilidad de los planes de pensiones, con propuestas de aumento gradual de edad mínima y ajustes en las cotizaciones. El objetivo es garantizar la viabilidad fiscal a largo plazo.",nacional,9,36,"Presidente anuncia plan de modernización del sistema de pensiones Se presentó un proyecto para revisar la sostenibilidad de los planes de pensiones, con propuestas de aumento gradual de edad mínima y ajustes en las cotizaciones. El objetivo es garantizar la viabilidad fiscal a largo plazo."
Ministerio de Industria expone estrategia de innovación tecnológica,"El ministro anunció una hoja de ruta que incluye incentivos fiscales para startups tecnológicas, inversión en investigación aplicada y creación de parques industriales especializados en IA y biotecnología.",nacional,8,28,"Ministerio de Industria expone estrategia de innovación tecnológica El ministro anunció una hoja de ruta que incluye incentivos fiscales para startups tecnológicas, inversión en investigación aplicada y creación de parques industriales especializados en IA y biotecnología."
Política de empleo: reforma del contrato indefinido,"Se debatió la posibilidad de flexibilizar los contratos indefinidos mediante cláusulas de rendimiento, con el objetivo de mejorar la empleabilidad y reducir la precariedad laboral a largo plazo.",nacional,7,28,"Política de empleo: reforma del contrato indefinido Se debatió la posibilidad de flexibilizar los contratos indefinidos mediante cláusulas de rendimiento, con el objetivo de mejorar la empleabilidad y reducir la precariedad laboral a largo plazo."
El Congreso aprueba ley de protección de datos en telecomunicaciones,"La nueva legislación impone requisitos estrictos sobre cómo las empresas de telecomunicaciones manejan los datos personales de sus usuarios, incluyendo auditorías periódicas y sanciones financieras.",nacional,10,25,"El Congreso aprueba ley de protección de datos en telecomunicaciones La nueva legislación impone requisitos estrictos sobre cómo las empresas de telecomunicaciones manejan los datos personales de sus usuarios, incluyendo auditorías periódicas y sanciones financieras."
Presidente firma decreto sobre control de precios del gas,Hoy se aprobó una medida temporal que limita el precio máximo del gas natural en los hogares durante la temporada alta para proteger a las familias con bajos ingresos.,nacional,9,29,Presidente firma decreto sobre control de precios del gas Hoy se aprobó una medida temporal que limita el precio máximo del gas natural en los hogares durante la temporada alta para proteger a las familias con bajos ingresos.
Ministerio de Educación presenta programa de alfabetización digital,"Se lanzó un proyecto nacional para mejorar la competencia digital entre docentes y estudiantes, ofreciendo cursos gratuitos y recursos didácticos actualizados en todas las escuelas públicas.",nacional,8,26,"Ministerio de Educación presenta programa de alfabetización digital Se lanzó un proyecto nacional para mejorar la competencia digital entre docentes y estudiantes, ofreciendo cursos gratuitos y recursos didácticos actualizados en todas las escuelas públicas."
Política ambiental: nueva ley de protección de costas,"El gobierno aprobó una legislación que prohíbe actividades pesqueras intensivas en zonas costeras protegidas, con el objetivo de preservar la biodiversidad marina y promover el ecoturismo sostenible.",nacional,8,27,"Política ambiental: nueva ley de protección de costas El gobierno aprobó una legislación que prohíbe actividades pesqueras intensivas en zonas costeras protegidas, con el objetivo de preservar la biodiversidad marina y promover el ecoturismo sostenible."
El Senado debate reforma del sistema de salud pública,Se inició un debate sobre la reestructuración de la atención primaria para aumentar la cobertura de servicios médicos preventivos y reducir los tiempos de espera en hospitales públicos.,nacional,9,28,El Senado debate reforma del sistema de salud pública Se inició un debate sobre la reestructuración de la atención primaria para aumentar la cobertura de servicios médicos preventivos y reducir los tiempos de espera en hospitales públicos.
Presidente anuncia plan de digitalización administrativa,"Hoy se anunció una inversión de 80 mil millones de euros para transformar la administración pública en una plataforma digital, con el objetivo de mejorar la eficiencia y la transparencia en los procesos gubernamentales.",nacional,6,34,"Presidente anuncia plan de digitalización administrativa Hoy se anunció una inversión de 80 mil millones de euros para transformar la administración pública en una plataforma digital, con el objetivo de mejorar la eficiencia y la transparencia en los procesos gubernamentales."
Ministerio de Seguridad expone nueva estrategia contra la ciberdelincuencia,"El ministro presentó un plan integral que incluye patrullas digitales, capacitación a policías y alianzas internacionales para combatir delitos cibernéticos y proteger infraestructuras críticas.",nacional,9,24,"Ministerio de Seguridad expone nueva estrategia contra la ciberdelincuencia El ministro presentó un plan integral que incluye patrullas digitales, capacitación a policías y alianzas internacionales para combatir delitos cibernéticos y proteger infraestructuras críticas."
Política fiscal: propuesta de impuesto sobre el patrimonio de grandes fortunas,"Se debatió la introducción de un nuevo impuesto destinado a las personas con patrimonios superiores a 20 millones de euros, con la finalidad de financiar programas sociales y reducir desigualdad económica.",nacional,11,31,"Política fiscal: propuesta de impuesto sobre el patrimonio de grandes fortunas Se debatió la introducción de un nuevo impuesto destinado a las personas con patrimonios superiores a 20 millones de euros, con la finalidad de financiar programas sociales y reducir desigualdad económica."
El Congreso aprueba ley de protección de datos en salud,"La nueva normativa establece protocolos estrictos para el manejo de información médica sensible, garantizando anonimato y consentimiento informado en investigaciones clínicas.",nacional,10,21,"El Congreso aprueba ley de protección de datos en salud La nueva normativa establece protocolos estrictos para el manejo de información médica sensible, garantizando anonimato y consentimiento informado en investigaciones clínicas."
Presidente firma decreto sobre reforma del transporte marítimo,"Hoy se aprobó una legislación que regula las rutas comerciales marítimas nacionales, con medidas para mejorar la seguridad portuaria y fomentar el desarrollo de puertos ecológicos.",nacional,8,26,"Presidente firma decreto sobre reforma del transporte marítimo Hoy se aprobó una legislación que regula las rutas comerciales marítimas nacionales, con medidas para mejorar la seguridad portuaria y fomentar el desarrollo de puertos ecológicos."
Ministerio de Ciencia expone plan de investigación en energía nuclear,"El ministro anunció un proyecto para investigar la viabilidad de reactores de fusión como fuente futura de energía limpia, con colaboración internacional y financiación estatal.",nacional,10,25,"Ministerio de Ciencia expone plan de investigación en energía nuclear El ministro anunció un proyecto para investigar la viabilidad de reactores de fusión como fuente futura de energía limpia, con colaboración internacional y financiación estatal."
Política de vivienda: reforma del régimen de arrendamientos urbanos,"Se debatió una propuesta que introduce límites a los aumentos anuales de alquileres en zonas de alta demanda, con el objetivo de proteger a inquilinos de la especulación inmobiliaria.",nacional,9,29,"Política de vivienda: reforma del régimen de arrendamientos urbanos Se debatió una propuesta que introduce límites a los aumentos anuales de alquileres en zonas de alta demanda, con el objetivo de proteger a inquilinos de la especulación inmobiliaria."
El Senado aprueba ley de transparencia en financiamiento político,Hoy se aprobó una normativa que exige la publicación completa de todas las donaciones a partidos políticos y la creación de un registro público de contribuyentes mayores de 1 000 euros.,nacional,9,31,El Senado aprueba ley de transparencia en financiamiento político Hoy se aprobó una normativa que exige la publicación completa de todas las donaciones a partidos políticos y la creación de un registro público de contribuyentes mayores de 1 000 euros.
Presidente anuncia plan de apoyo a la economía circular,"Se lanzó una iniciativa estatal para fomentar el reciclaje, la reutilización y la producción sostenible en los sectores industriales, con incentivos fiscales y subvenciones específicas.",nacional,9,25,"Presidente anuncia plan de apoyo a la economía circular Se lanzó una iniciativa estatal para fomentar el reciclaje, la reutilización y la producción sostenible en los sectores industriales, con incentivos fiscales y subvenciones específicas."
Ministerio de Trabajo expone reforma del sistema de seguridad social,"El ministro presentó un proyecto que busca consolidar los distintos regímenes de pensiones bajo un único esquema más equitativo, reduciendo disparidades entre trabajadores públicos y privados.",nacional,10,26,"Ministerio de Trabajo expone reforma del sistema de seguridad social El ministro presentó un proyecto que busca consolidar los distintos regímenes de pensiones bajo un único esquema más equitativo, reduciendo disparidades entre trabajadores públicos y privados."
Política de defensa: aumento de la inversión en tecnología de drones,Se aprobó una ampliación presupuestaria para la adquisición y desarrollo de drones militares con capacidades de vigilancia y respuesta rápida en el territorio nacional.,nacional,11,24,Política de defensa: aumento de la inversión en tecnología de drones Se aprobó una ampliación presupuestaria para la adquisición y desarrollo de drones militares con capacidades de vigilancia y respuesta rápida en el territorio nacional.
El Congreso aprueba ley de protección a las minorías lingüísticas,"La nueva legislación garantiza derechos lingüísticos a comunidades que hablan catalán, gallego, vasco y otras lenguas regionales, incluyendo educación bilingüe obligatoria en escuelas públicas.",nacional,10,24,"El Congreso aprueba ley de protección a las minorías lingüísticas La nueva legislación garantiza derechos lingüísticos a comunidades que hablan catalán, gallego, vasco y otras lenguas regionales, incluyendo educación bilingüe obligatoria en escuelas públicas."
Presidente firma decreto sobre reforma del sistema electoral,Hoy se aprobó una medida que modifica el método de asignación de escaños para reflejar mejor la proporcionalidad entre votos y representación parlamentaria.,nacional,8,23,Presidente firma decreto sobre reforma del sistema electoral Hoy se aprobó una medida que modifica el método de asignación de escaños para reflejar mejor la proporcionalidad entre votos y representación parlamentaria.
Ministerio de Salud expone plan de vacunación contra enfermedades emergentes,"El ministro anunció un programa nacional de vacunación preventiva para combatir nuevas cepas virales, con campañas de concienciación y distribución gratuita en zonas rurales.",nacional,10,24,"Ministerio de Salud expone plan de vacunación contra enfermedades emergentes El ministro anunció un programa nacional de vacunación preventiva para combatir nuevas cepas virales, con campañas de concienciación y distribución gratuita en zonas rurales."
Política de innovación: creación del fondo de investigación aplicada,"Se creó un fondo estatal de 200 mil millones de euros destinado a financiar proyectos de investigación aplicada en sectores estratégicos como IA, biotecnología y energía renovable.",nacional,9,27,"Política de innovación: creación del fondo de investigación aplicada Se creó un fondo estatal de 200 mil millones de euros destinado a financiar proyectos de investigación aplicada en sectores estratégicos como IA, biotecnología y energía renovable."
El Senado debate reforma de la ley de protección al consumidor digital,Hoy se inició el debate sobre nuevas disposiciones que obligan a las plataformas digitales a informar claramente sobre prácticas de rastreo y algoritmos utilizados para la personalización de contenido.,nacional,12,29,El Senado debate reforma de la ley de protección al consumidor digital Hoy se inició el debate sobre nuevas disposiciones que obligan a las plataformas digitales a informar claramente sobre prácticas de rastreo y algoritmos utilizados para la personalización de contenido.
Presidente anuncia plan de mejora de infraestructuras ferroviarias,"El gobierno lanzó una campaña nacional para modernizar la red ferroviaria, con inversiones en vías de alta velocidad y sistemas de señalización inteligentes.",nacional,8,23,"Presidente anuncia plan de mejora de infraestructuras ferroviarias El gobierno lanzó una campaña nacional para modernizar la red ferroviaria, con inversiones en vías de alta velocidad y sistemas de señalización inteligentes."
Ministerio de Agricultura presenta propuesta de subvenciones verdes,"Se presentó un programa que otorga ayudas a los agricultores por adoptar prácticas agrícolas sostenibles, reduciendo el uso de pesticidas y mejorando la calidad del suelo.",nacional,8,26,"Ministerio de Agricultura presenta propuesta de subvenciones verdes Se presentó un programa que otorga ayudas a los agricultores por adoptar prácticas agrícolas sostenibles, reduciendo el uso de pesticidas y mejorando la calidad del suelo."
Política fiscal: revisión de la tasa de IVA para productos esenciales,El ministro expuso una propuesta de reducción temporal del IVA en alimentos básicos y medicinas para aliviar la presión sobre las familias de bajos ingresos durante la crisis económica.,nacional,11,29,Política fiscal: revisión de la tasa de IVA para productos esenciales El ministro expuso una propuesta de reducción temporal del IVA en alimentos básicos y medicinas para aliviar la presión sobre las familias de bajos ingresos durante la crisis económica.
El Congreso aprueba ley de protección a los derechos laborales de trabajadores migrantes,"La nueva legislación garantiza igualdad de condiciones, salarios justos y acceso a servicios públicos a los trabajadores migrantes que desempeñan labores en sectores clave como construcción y hostelería.",nacional,13,28,"El Congreso aprueba ley de protección a los derechos laborales de trabajadores migrantes La nueva legislación garantiza igualdad de condiciones, salarios justos y acceso a servicios públicos a los trabajadores migrantes que desempeñan labores en sectores clave como construcción y hostelería."
Presidente firma decreto sobre control de la propagación del COVID-19,"Hoy se aprobó una normativa temporal que impone restricciones de movilidad en zonas con alta incidencia del virus, con el objetivo de proteger la salud pública.",nacional,10,26,"Presidente firma decreto sobre control de la propagación del COVID-19 Hoy se aprobó una normativa temporal que impone restricciones de movilidad en zonas con alta incidencia del virus, con el objetivo de proteger la salud pública."
Ministerio de Cultura expone plan de digitalización de archivos históricos,"El ministro anunció un proyecto para escanear y preservar digitalmente los documentos y obras de arte más relevantes del patrimonio español, facilitando su acceso académico.",nacional,10,25,"Ministerio de Cultura expone plan de digitalización de archivos históricos El ministro anunció un proyecto para escanear y preservar digitalmente los documentos y obras de arte más relevantes del patrimonio español, facilitando su acceso académico."
Política de transporte: reforma del sistema de peajes en autopistas,"Se debatió la introducción de tarifas dinámicas basadas en el tráfico real, con el objetivo de optimizar la gestión del flujo vehicular y financiar la manutención de las vías.",nacional,10,29,"Política de transporte: reforma del sistema de peajes en autopistas Se debatió la introducción de tarifas dinámicas basadas en el tráfico real, con el objetivo de optimizar la gestión del flujo vehicular y financiar la manutención de las vías."
El Senado aprueba ley de protección a los consumidores de energía eléctrica,"Hoy se aprobó una normativa que regula los contratos de suministro eléctrico, prohibiendo cláusulas abusivas y garantizando transparencia en la facturación.",nacional,12,21,"El Senado aprueba ley de protección a los consumidores de energía eléctrica Hoy se aprobó una normativa que regula los contratos de suministro eléctrico, prohibiendo cláusulas abusivas y garantizando transparencia en la facturación."
Presidente anuncia plan de apoyo a la industria cinematográfica española,"Se lanzó un fondo de 50 mil millones de euros para financiar producciones locales, incentivos fiscales para cineastas y promoción internacional de películas españolas.",nacional,10,24,"Presidente anuncia plan de apoyo a la industria cinematográfica española Se lanzó un fondo de 50 mil millones de euros para financiar producciones locales, incentivos fiscales para cineastas y promoción internacional de películas españolas."
Ministerio de Trabajo expone reforma del sistema de contratación temporal,"El ministro presentó un proyecto que limita la duración máxima de los contratos temporales a 24 meses, con el objetivo de promover empleos más estables en el mercado laboral.",nacional,10,29,"Ministerio de Trabajo expone reforma del sistema de contratación temporal El ministro presentó un proyecto que limita la duración máxima de los contratos temporales a 24 meses, con el objetivo de promover empleos más estables en el mercado laboral."
Política ambiental: nueva ley de reducción de emisiones de CO2,Se aprobó una legislación que impone límites estrictos sobre las emisiones industriales y fomenta el uso de energías limpias mediante incentivos fiscales y subvenciones a empresas verdes.,nacional,10,27,Política ambiental: nueva ley de reducción de emisiones de CO2 Se aprobó una legislación que impone límites estrictos sobre las emisiones industriales y fomenta el uso de energías limpias mediante incentivos fiscales y subvenciones a empresas verdes.
El Congreso debate reforma del sistema de pensiones contributivas,"Hoy se inició un debate para revisar los criterios de cálculo de las pensiones, con la intención de asegurar su sostenibilidad financiera en el futuro demográfico español.",nacional,9,27,"El Congreso debate reforma del sistema de pensiones contributivas Hoy se inició un debate para revisar los criterios de cálculo de las pensiones, con la intención de asegurar su sostenibilidad financiera en el futuro demográfico español."
Presidente firma decreto sobre protección de datos en la educación superior,"Se aprobó una normativa que regula el manejo de información académica y personal en universidades públicas y privadas, garantizando confidencialidad y consentimiento informado.",nacional,11,23,"Presidente firma decreto sobre protección de datos en la educación superior Se aprobó una normativa que regula el manejo de información académica y personal en universidades públicas y privadas, garantizando confidencialidad y consentimiento informado."
Ministerio de Salud expone plan de mejora de los servicios de atención primaria,"El ministro anunció un proyecto para ampliar la cobertura de médicos de familia y mejorar la coordinación con hospitales especializados, con el objetivo de reducir las listas de espera.",nacional,13,29,"Ministerio de Salud expone plan de mejora de los servicios de atención primaria El ministro anunció un proyecto para ampliar la cobertura de médicos de familia y mejorar la coordinación con hospitales especializados, con el objetivo de reducir las listas de espera."
Política de empleo: creación del programa 'Juventud Laboral Activa',"Se lanzó una iniciativa que ofrece formación práctica y empleabilidad a jóvenes menores de 25 años, con incentivos para empresas que los incorporen en sus plantillas.",nacional,9,26,"Política de empleo: creación del programa 'Juventud Laboral Activa' Se lanzó una iniciativa que ofrece formación práctica y empleabilidad a jóvenes menores de 25 años, con incentivos para empresas que los incorporen en sus plantillas."
El Senado aprueba ley de protección al consumidor de servicios financieros,Hoy se aprobó una normativa que regula las comisiones bancarias y obliga a la transparencia en la información sobre productos financieros ofrecidos a clientes.,nacional,11,24,El Senado aprueba ley de protección al consumidor de servicios financieros Hoy se aprobó una normativa que regula las comisiones bancarias y obliga a la transparencia en la información sobre productos financieros ofrecidos a clientes.
Presidente anuncia plan de modernización de la administración pública digital,"Se anunció una inversión de 90 mil millones de euros para crear una plataforma única de servicios públicos online, reduciendo trámites burocráticos y mejorando el acceso ciudadano.",nacional,10,27,"Presidente anuncia plan de modernización de la administración pública digital Se anunció una inversión de 90 mil millones de euros para crear una plataforma única de servicios públicos online, reduciendo trámites burocráticos y mejorando el acceso ciudadano."
Ministerio de Ciencia expone proyecto de investigación en salud mental,"El ministro presentó un plan estatal para financiar estudios sobre trastornos mentales, con énfasis en prevención y tratamiento temprano a través de tecnologías digitales.",nacional,10,24,"Ministerio de Ciencia expone proyecto de investigación en salud mental El ministro presentó un plan estatal para financiar estudios sobre trastornos mentales, con énfasis en prevención y tratamiento temprano a través de tecnologías digitales."
Política fiscal: propuesta de aumento del impuesto a las grandes fortunas,"Se debatió la introducción de una tasa adicional para los patrimonios superiores a 30 millones de euros, con el objetivo de financiar programas sociales y reducir desigualdad.",nacional,11,27,"Política fiscal: propuesta de aumento del impuesto a las grandes fortunas Se debatió la introducción de una tasa adicional para los patrimonios superiores a 30 millones de euros, con el objetivo de financiar programas sociales y reducir desigualdad."
El Congreso aprueba el Plan Nacional de Resiliencia Climática,"Tras un largo debate, el pleno del Congreso aprobó hoy el Plan Nacional de Resiliencia Climática, que contempla inversiones en infraestructuras verdes, protección de cuencas hidrográficas y apoyo a comunidades vulnerables frente a eventos extremos. La propuesta incluye 40 mil millones de euros destinados a la adaptación climática durante los próximos diez años.",nacional,9,53,"El Congreso aprueba el Plan Nacional de Resiliencia Climática Tras un largo debate, el pleno del Congreso aprobó hoy el Plan Nacional de Resiliencia Climática, que contempla inversiones en infraestructuras verdes, protección de cuencas hidrográficas y apoyo a comunidades vulnerables frente a eventos extremos. La propuesta incluye 40 mil millones de euros destinados a la adaptación climática durante los próximos diez años."
Presidente firma decreto sobre control del tráfico marítimo en el Mediterráneo,"El mandatario firmó hoy un decreto que regula las rutas de navegación comercial en el mar Mediterráneo para mejorar la seguridad y la gestión de residuos, con acuerdos de cooperación entre España y sus vecinos mediterráneos.",nacional,11,36,"Presidente firma decreto sobre control del tráfico marítimo en el Mediterráneo El mandatario firmó hoy un decreto que regula las rutas de navegación comercial en el mar Mediterráneo para mejorar la seguridad y la gestión de residuos, con acuerdos de cooperación entre España y sus vecinos mediterráneos."
Ministerio de Trabajo anuncia nuevas medidas de protección a trabajadores rurales,"Se lanzó una iniciativa estatal que ofrece subsidios y formación especializada a los trabajadores del sector agrícola y ganadero, con el objetivo de mejorar las condiciones laborales en zonas rurales y fomentar la modernización tecnológica.",nacional,11,35,"Ministerio de Trabajo anuncia nuevas medidas de protección a trabajadores rurales Se lanzó una iniciativa estatal que ofrece subsidios y formación especializada a los trabajadores del sector agrícola y ganadero, con el objetivo de mejorar las condiciones laborales en zonas rurales y fomentar la modernización tecnológica."
Gobierno presenta plan de fomento al emprendimiento juvenil,"El gobierno anunció un programa de apoyo financiero y mentoría para jóvenes emprendedores que desarrollen proyectos innovadores en áreas como IA, biotecnología y energías renovables. La iniciativa incluye fondos de 30 mil millones de euros.",nacional,8,35,"Gobierno presenta plan de fomento al emprendimiento juvenil El gobierno anunció un programa de apoyo financiero y mentoría para jóvenes emprendedores que desarrollen proyectos innovadores en áreas como IA, biotecnología y energías renovables. La iniciativa incluye fondos de 30 mil millones de euros."
El Senado aprueba ley de protección de datos en la educación superior,"Hoy se aprobó una normativa que regula el manejo de información académica y personal en universidades públicas y privadas, garantizando confidencialidad y consentimiento informado.",nacional,12,24,"El Senado aprueba ley de protección de datos en la educación superior Hoy se aprobó una normativa que regula el manejo de información académica y personal en universidades públicas y privadas, garantizando confidencialidad y consentimiento informado."
Presidente anuncia nueva estrategia de cohesión territorial,"Se presentó un plan nacional para equilibrar el desarrollo económico entre las comunidades autónomas, con incentivos fiscales a regiones menos desarrolladas y apoyo a proyectos de infraestructuras críticas.",nacional,7,28,"Presidente anuncia nueva estrategia de cohesión territorial Se presentó un plan nacional para equilibrar el desarrollo económico entre las comunidades autónomas, con incentivos fiscales a regiones menos desarrolladas y apoyo a proyectos de infraestructuras críticas."
